,reviews
3134,Bien reçu. Ravie de mes achats.
3135,Good quality and it looks exactly like the picture!
3136,"These earrings are very simple and cute, I leave them in for everyday wear!!"
3137,"Fast, efficient service from the Seller. I bought these as a birthday gift for my teenage niece and she loves them!"
3138,I have still not received this. The tracking shows still in transit but there has been no update since 12/9. I need to know the status on this ASAP. Is there a way to get in touch with USPS on this for an inquiry?
3139,This is my second pair of aspera earrings and I’m obsessed. I love minimalist jewelry and theirs is unique and beautiful. Thank you.
3140,These mini pin earrings were exactly what I was looking for to complete my daily earring look!  I'm wearing them in my double piercings and they are perfect.
3141,"Quick to respond, rapid shipping and beautiful packaging! Earrings are the most dainty, beautiful, flattering and quality earrings! Bought theses for my wedding day earrings and couldn't be happier. Wear them whenever I have the chance now:)
 Thank you so much!"
3142,Really pretty little earring. Perfectly sized for my top lobe piercing. Great customer service as well!
3143,Beautiful!
3144,"I really love my earrings. They arrived quickly in eco-friendly packaging (love that). Also I have had another style of this earring and it fell out. However, this style is great, stays in place and it will not fall out. Overall a great product :) WIll shop at this store again soon."
3145,"I ordered the smallest size and they are so simple and pretty, hanging just below my earlobe. I love them."
3146,These were a lot smaller than I was expecting it they are really cute. Great quality.
3147,"Super cute earrings, but more importantly I was shocked by how comfortable they are, nothing pokes into your head like the backs of normal earrings. The only issue I have is that they can definitely fall out easily so be careful if you are for some reason moving around on a bed 🤷🏼‍♀️"
3148,Simple and beautiful earrings. Love them.
3149,"Beautiful little earrings! I'm wearing them for my wedding so I wish it had a little box or what not to keep it in until then, but I really appreciated the eco-friendly packaging and super fast service!! Will be buying another pair :)"
3150,Adorable earrings! The shipped quickly and seem to be really good quality.
3151,Beautiful. Shipping was a little slow. But the earrings were well worth the wait :)
3152,They are perfect. thank you!
3153,"They're pretty, but they're very flimsy. I don't think they're worth the price I paid for them, to be honest."
3154,Great item at an amazing price! Came packaged professionally. The seller was more than happy to answer all my questions before I purchased the item.
3155,"I don't know if I'm wearing it wrong, but it doesn't stay on very well so I haven't worn it, I'm afraid I'll lose it. Eh."
3156,"Merci beaucoup, envoi soigné et rapide"
3157,Sweet and oh-so-nicely package. Thanks so much!
3158,"love these earrings, can't wait to wear them!"
3159,So fine and delicate.  Shipped on time with care.
3160,"gorgeous! arrived very quickly, thank you!"
3161,"These ear climbers are perfect. They do have a little weight to them. If they slip, follow the instructions given on how to secure them on your ear lobes. They are so beautiful, I wear them all the time! Shipping was fast and secure. Will order from this shop again."
3162,Loved it!!
3163,LOVE the shape & colors!  Very nice!
3164,"Already snapped. I've ordered these earrings for my daughter. We have followed directions on how to put on and take off and, were careful and used only 2x. It snapped in the middle of the vine between 3rd & 4th rock"
3165,These are so gorgeous and very well made!
3166,Thanks!
3167,Beautiful earrings! Arrived super quick!
3168,Gorgeous earrings that fit well and don’t irritate my ears!
3169,Super cute! It took kind of a long time to get here but it was worth the wait!
3170,These earrings are beautiful! They look amazing! The overseas shipping was really fast too. Thank you.
3171,I love the look and style. Well made and worth the wait.
3172,"So so gorgeous, love it!"
3173,Really beautiful!!!
3174,I LOVE these earrings!!! They’re so cute and go with a variety of outfits/styles.
3175,"Unique, beautiful earrings! Bought the other color too!"
3176,very pretty - thanks you!
3177,Matches the picture ! Nice article
3178,Looks great just took a couple of weeks to arrive.
3179,These are nice. Thank you :)
3180,Love these!  Not gaudy and adds interest to studs. Light and move beautifully
3181,"Amazing packaging, very creative and eco friendly.  These jackets are great for wearing with any studs, haven't tried them slipped onto climbers yet but I can see them being amazing for that as well.  Very tempted to get the longer pair as well."
3182,"So Beautiful
 And arrived so fast!
Thank you so much!🤗"
3183,Bought these for my daughter and she's thrilled with them. I have to admit they do look good and will add variety to her ordinary studs. Thanks Tanglemoss.
3184,Totally love them...super fast shipping!  Had to wait to leave you feedback...etsy wouldn't allow me until today.  Thanks so much!
3185,I really like these. I would be interested in similar items with more/longer strands.
3186,Beautiful earrings! The style and quality are excellent. I even received a surprise pair of gorgeous hoops as a bonus gift!
3187,I’ve gotten so many compliments already. :) Quality is excellent.
3188,really cute and arrived fast
3189,Ordered these and have received so many compliments! Have already ordered two more pairs for Christmas gifts!
3190,"These earrings are BEAUTIFUL,  so well made, really quality pieces, well worth the wait, thank you so much!!"
3191,Really beautyful!
3192,"Beautiful 14 K ear climber earrings, I love them!"
3193,"Ik heb hem nog steeds niet ontvangen, had me zo verheugd om ze met Kerst te dragen ☹️
Finaly I received my ear-ornaments, one month  to late but very wonderful and exacty as I wished."
3194,"Beautiful, exactly as described. AMazing communication by the seller. :) Couldn't recommend more"
3195,These quickly turned into my favorite earrings to wear. Thanks for the fast shipping!
3196,Lovely and unique ! Very good quality and easy to adjust on the ear lobe. Highly recommended !
