reviews,Sentiment
"They are perfect!! I absolutely love them, plus very well packaged and cutely, good seller communication and shipping good as well.",1
I'm obsessed with these earrings. Just beautiful and so unique.,1
These earrings are super cute and I get lots of compliments on them,1
"I recently purchased this item.  As promised after being notified that they had been shipped, I received in weeks.  They are absolutely gorgeous.  Beautiful work, very light, and easy to put on.  I love them!",1
"Beautiful! Thank you, it's perfect!",1
PERFECT!!!!!  Exactly what I wanted!!!!!  The short wait for production was well worth it and the gift packaging is VERY cute!,1
"The earrings are well worth the wait! They are just lovely. My only small issue: one back wire was somewhat rough. I was able to scratch off some silver ""splinters"" that stuck out with my fingernail, but this hasn't proven a problem at all, even with daily wear.",1
I love them. These are my first ear climbers and I'll doubt they will be the last. Thanks!,1
Another beautiful set of earrings. I love the moon theme. These are also well made and stay put on my ear.,1
I love these earrings! They are SO beautiful! I definitely will be purchasing more items! Thank you so much!,1
Absolutely beautiful!!,1
Worth the wait! My earrings just arrived today and I love them! Thank uou!,1
These are my favourite pair out of what I ordered. They are so awesome! I've already received a ton of compliments on them. Thanks!,1
Very happy with my purchase. Very cute packaging. Earrings are pretty!,1
"Beautiful, everything I wanted.  So comfortable I sleep in them, no issues with them staying on my ears at all.  I may have to buy the moonstone versions!",1
These are beautiful!! The shipping takes time but well worth it. I have received so many compliments.,1
"gorgeous! love these so so much, they fall out sometimes but nothing a back cant fix",1
"1. The earrings are lovely.
2. They came delivered in a tiny glass bottle which is adorable and great.",1
These are a gift and I know she will be thrilled with them. More gorgeous in person than in the photo. It didn’t take long to get them either. Thank You!,1
"I love these so much, cannot wait to wear them. Gorgeous cute little bottled packaging too!",1
I love the earrings worth the wait,1
I love everything about these ear-rings. Very cute and a perfect size. Love them x,1
These climbers came promptly and have been admired every time I have worn them. I made a very slight adjustment to the end of the wire at the back to make them more comfortable and easier to put on. They came very safely packaged and in a beautiful little jar which would make them a very special gift (in this case for me!),1
Earrings are perfect! They are a little hard to put on but once you figure it out they are so cute! I've gotten tons of compliments.,1
"Very elegant and also fun. Great quality! I'll be wearing this for a long time. :>
Shipping was prompt, and the package arrived from overseas faster than I had hoped.",1
"Absolutely beautiful ear climber, I love it.",1
I love the style of this ear climber.  My lobes are rather small so I have had difficulty getting them to stay put.  They are lovely and I will continue to work with them to get them to sit correctly.  The items arrived in good time and well packaged.,1
"I love them! Was surprised at how “sturdy” they seem, I think they will last a long time",1
Amazing service and Fantastic earrings have ordered from this seller several times and quality of earrings is great and love the customer service any issues they are happy to help and very responsive. Highly recommend this seller and their products :),1
These are beautiful! I get so many compliments on them!,1
Love these! Will definitely be back to this shop!,1
Received earrings today.   The most creative packaging!   Earrings in a tiny bottle!   I love them!,1
Gorgeous! I love these so much!,1
I loved my earrings! They took a while to arrived but when it did they're so beautiful and good quality. Loved them!!!,1
"Fantastic, absolutely beautiful and unique!",1
"Great earrings! Still getting used to the style (my first crawlers) so I feel like they slip out sometimes, but they look great!",1
"I love these earrings, exactly as described!!!",1
So awesome and really great quality at an amazing price!,1
"they're adorable and very versatile! shipping took a super long time, but other than that, totally happy with my purchase :)",1
Way more beautiful than I could have imagined! Such a unique piece of jewelry to have :),1
Loved the earrings and the cute bottle they came in!,1
"Bought these earrings for my daughter and she loves them! Very well made, super cute, great packaging! Thank you, arajera!",1
"These weren't working for me because they were too big for my ears. The seller worked with me to find a way to make them fit. She seemed that she would have been willing to do whatever it would have taken to please me and make it right. I would feel comfortable working with her. Now that they fit, I love them.",1
"Спасибо, красивые серьги, быстрая доставка! Thank you, beautiful earrings, fast delivery!",1
Amazing work!!! Very happy!,1
Thank you I love the earrings! They are every unique and beautiful and comfortable! I will definitely be back for more!,1
"Beautiful earrings! It took a while to receive them, but well worth the wait! They are easily adjustable and comfortable.",1
"My wife loved these! She wore them all Christmas day. 

Thank you,

Neil",1
"cute delicate and light, and love the little glass bottle they came in!",1
beautiful earrings! i just love these!,1
"Shipping was a bit of a disaster, through no fault of the seller though. Once it reached the country of destination, I stopped getting updates. In total, it took about four weeks for the item to arrive. 

The item itself is really cute. They stay on really well and look really great! I would purchase this item again.",1
"These are lovely, and I'm very happy with them. Thank you so much.",1
I like them very much but the earrings took forever (well over 6 weeks) to arrive inspite of the warning that she was away. When I contacted her about tracking them she said tracking was my issue. So no tracking process was in place from her end.,1
